text,priority,category,is_fake
The loud music at Flyover is very dangerous.,High,Noise,0
There is a overflowing dustbin at River Bank.,Medium,Sanitation,0
"Severe garbage pile observed at 5th Avenue, urgent help needed.",High,Sanitation,0
There is a traffic jam at Sector 4.,Low,Traffic,0
We are facing bus stop broken problems in Central Park.,Low,Public Transport,0
Complaining about transformer spark near Central Park.,High,Electricity,0
Urgent attention required for overflowing dustbin in Highway 66.,High,Sanitation,0
The stray dogs at MG Road is very dangerous.,High,Safety,0
Please fix the traffic jam near Hospital Road.,Low,Traffic,0
Please fix the traffic signal broken near Underpass.,Low,Traffic,0
Urgent attention required for uneven surface in Main St.,High,Roads,0
The rude conductor at Industrial Area is very dangerous.,High,Public Transport,0
verify account 534,Low,Spam,1
We are facing traffic signal broken problems in River Bank.,Low,Traffic,0
"Severe unsafe crossing observed at City Center, urgent help needed.",High,Safety,0
hanging wires reported by residents of Industrial Area.,High,Electricity,0
There is a request information at Market Area.,Low,General,0
There is a electric pole fell at 5th Avenue.,High,Electricity,0
There is a power cut at Sector 4.,High,Electricity,0
The street light off at Flyover is very dangerous.,High,Electricity,0
electric pole fell reported by residents of 5th Avenue.,High,Electricity,0
"Severe bad smell observed at Bus Stand, urgent help needed.",High,Sanitation,0
We are facing speed breaker issue problems in Underpass.,Medium,Roads,0
bus late reported by residents of Sector 4.,Low,Public Transport,0
loud music reported by residents of Main St.,Low,Noise,0
"Severe overcrowded bus observed at Suburbs, urgent help needed.",High,Public Transport,0
bus late reported by residents of Hospital Road.,Low,Public Transport,0
Complaining about wrong side driving near Market Area.,Low,Traffic,0
click this link 153,Low,Spam,1
We are facing street light off problems in Underpass.,High,Electricity,0
There is a clogged drain at River Bank.,Medium,Sanitation,0
Urgent attention required for bus late in Industrial Area.,High,Public Transport,0
There is a construction noise at Flyover.,Low,Noise,0
Urgent attention required for bus late in Central Park.,High,Public Transport,0
general query reported by residents of MG Road.,Low,General,0
We are facing speed breaker issue problems in Highway 66.,Medium,Roads,0
The illegal parking at Main St is very dangerous.,High,Traffic,0
"Severe garbage pile observed at Bus Stand, urgent help needed.",High,Sanitation,0
Please fix the loud music near 5th Avenue.,Low,Noise,0
There is a water leakage at Flyover.,High,Water Supply,0
There is a power cut at Hospital Road.,High,Electricity,0
Complaining about water leakage near Main St.,High,Water Supply,0
We are facing illegal parking problems in Underpass.,Low,Traffic,0
bad smell reported by residents of Bus Stand.,Medium,Sanitation,0
There is a bad smell at Highway 66.,Medium,Sanitation,0
The rude conductor at 5th Avenue is very dangerous.,High,Public Transport,0
Please fix the bad smell near Flyover.,Medium,Sanitation,0
The broken road at River Bank is very dangerous.,High,Roads,0
Complaining about stray dogs near Sector 4.,Low,Safety,0
Complaining about low pressure near MG Road.,High,Water Supply,0
We are facing pipe burst problems in Bus Stand.,High,Water Supply,0
Please fix the overcrowded bus near Central Park.,Low,Public Transport,0
Please fix the general query near Hospital Road.,Low,General,0
Please fix the uneven surface near Railway Station.,Medium,Roads,0
The dirty water at Hospital Road is very dangerous.,High,Water Supply,0
Please fix the broken fence near Central Park.,Low,Safety,0
There is a unsafe crossing at Market Area.,Low,Safety,0
overflowing dustbin reported by residents of Industrial Area.,Medium,Sanitation,0
Urgent attention required for sewage overflow in Bus Stand.,High,Sanitation,0
Urgent attention required for suspicious activity in Central Park.,High,Safety,0
rude conductor reported by residents of Bus Stand.,Low,Public Transport,0
Please fix the rude conductor near Suburbs.,Low,Public Transport,0
The sewage overflow at City Center is very dangerous.,High,Sanitation,0
The request information at River Bank is very dangerous.,High,General,0
Please fix the late night party near Flyover.,Low,Noise,0
sewage overflow reported by residents of Industrial Area.,Medium,Sanitation,0
Complaining about construction noise near Highway 66.,Low,Noise,0
Please fix the illegal parking near River Bank.,Low,Traffic,0
The no water supply at Sector 4 is very dangerous.,High,Water Supply,0
Urgent attention required for stray dogs in Main St.,High,Safety,0
Please fix the bus stop broken near Gandhi Nagar.,Low,Public Transport,0
Complaining about bus late near MG Road.,Low,Public Transport,0
earn from home 106,Low,Spam,1
There is a pipe burst at School Zone.,High,Water Supply,0
loud music reported by residents of Suburbs.,Low,Noise,0
"Severe construction noise observed at Market Area, urgent help needed.",High,Noise,0
Please fix the stray dogs near Main St.,Low,Safety,0
There is a traffic signal broken at Hospital Road.,Low,Traffic,0
The request information at Central Park is very dangerous.,High,General,0
The unlit area at Market Area is very dangerous.,High,Safety,0
There is a loud music at MG Road.,Low,Noise,0
We are facing water leakage problems in MG Road.,High,Water Supply,0
Complaining about broken road near Underpass.,Medium,Roads,0
The wrong side driving at Railway Station is very dangerous.,High,Traffic,0
Urgent attention required for dead animal in Sector 4.,High,Sanitation,0
broken fence reported by residents of Flyover.,Low,Safety,0
We are facing overcrowded bus problems in MG Road.,Low,Public Transport,0
There is a road blocked at MG Road.,Low,Traffic,0
"Severe street light off observed at Flyover, urgent help needed.",High,Electricity,0
stray dogs reported by residents of Market Area.,Low,Safety,0
The low pressure at Railway Station is very dangerous.,High,Water Supply,0
The transformer spark at MG Road is very dangerous.,High,Electricity,0
There is a overcrowded bus at Central Park.,Low,Public Transport,0
water leakage reported by residents of Highway 66.,High,Water Supply,0
We are facing bus stop broken problems in Suburbs.,Low,Public Transport,0
We are facing dead animal problems in Railway Station.,Medium,Sanitation,0
overcrowded bus reported by residents of Industrial Area.,Low,Public Transport,0
lottery winner 867,Low,Spam,1
Urgent attention required for construction noise in Main St.,High,Noise,0
Urgent attention required for bad road condition in Hospital Road.,High,Roads,0
There is a overcrowded bus at Gandhi Nagar.,Low,Public Transport,0
Please fix the rude conductor near MG Road.,Low,Public Transport,0
buy watches 928,Low,Spam,1
The road blocked at Suburbs is very dangerous.,High,Traffic,0
Please fix the late night party near Main St.,Low,Noise,0
Complaining about suspicious activity near Railway Station.,Low,Safety,0
Please fix the bad road condition near Hospital Road.,Medium,Roads,0
There is a wrong side driving at School Zone.,Low,Traffic,0
We are facing loud music problems in Flyover.,Low,Noise,0
Urgent attention required for low pressure in Railway Station.,High,Water Supply,0
The rude conductor at Bus Stand is very dangerous.,High,Public Transport,0
"Severe no water supply observed at Market Area, urgent help needed.",High,Water Supply,0
There is a pipe burst at Market Area.,High,Water Supply,0
suspicious activity reported by residents of Central Park.,Low,Safety,0
The late night party at Railway Station is very dangerous.,High,Noise,0
We are facing transformer spark problems in 5th Avenue.,High,Electricity,0
Urgent attention required for late night party in MG Road.,High,Noise,0
We are facing rude conductor problems in Railway Station.,Low,Public Transport,0
"Severe bus late observed at Underpass, urgent help needed.",High,Public Transport,0
Urgent attention required for pothole in City Center.,High,Roads,0
We are facing bad road condition problems in Gandhi Nagar.,Medium,Roads,0
Complaining about stray dogs near River Bank.,Low,Safety,0
"Severe factory noise observed at Main St, urgent help needed.",High,Noise,0
The general query at 5th Avenue is very dangerous.,High,General,0
Urgent attention required for water leakage in Highway 66.,High,Water Supply,0
"Severe factory noise observed at River Bank, urgent help needed.",High,Noise,0
We are facing street light off problems in City Center.,High,Electricity,0
The loud music at Suburbs is very dangerous.,High,Noise,0
The traffic jam at Flyover is very dangerous.,High,Traffic,0
contaminated water reported by residents of Railway Station.,High,Water Supply,0
crypto investment 969,Low,Spam,1
Urgent attention required for dead animal in River Bank.,High,Sanitation,0
"Severe manhole open observed at Hospital Road, urgent help needed.",High,Roads,0
There is a overcrowded bus at Industrial Area.,Low,Public Transport,0
There is a broken road at Gandhi Nagar.,Medium,Roads,0
illegal parking reported by residents of Main St.,Low,Traffic,0
There is a no water supply at Bus Stand.,High,Water Supply,0
Please fix the contaminated water near Gandhi Nagar.,High,Water Supply,0
There is a traffic signal broken at Highway 66.,Low,Traffic,0
The rude conductor at School Zone is very dangerous.,High,Public Transport,0
We are facing garbage pile problems in Gandhi Nagar.,Medium,Sanitation,0
job offer 438,Low,Spam,1
Urgent attention required for water leakage in Gandhi Nagar.,High,Water Supply,0
Please fix the stray dogs near Market Area.,Low,Safety,0
There is a electric pole fell at City Center.,High,Electricity,0
dating site 136,Low,Spam,1
Please fix the lost property near Suburbs.,Low,General,0
Complaining about broken road near Industrial Area.,Medium,Roads,0
Please fix the street light off near School Zone.,High,Electricity,0
Please fix the bus stop broken near River Bank.,Low,Public Transport,0
Urgent attention required for lost property in Industrial Area.,High,General,0
We are facing overflowing dustbin problems in Main St.,Medium,Sanitation,0
Urgent attention required for bus late in MG Road.,High,Public Transport,0
Urgent attention required for lost property in Underpass.,High,General,0
"Severe sewage overflow observed at 5th Avenue, urgent help needed.",High,Sanitation,0
There is a lost property at Gandhi Nagar.,Low,General,0
Urgent attention required for broken fence in 5th Avenue.,High,Safety,0
garbage pile reported by residents of Highway 66.,Medium,Sanitation,0
Complaining about unlit area near River Bank.,Low,Safety,0
Urgent attention required for rude conductor in City Center.,High,Public Transport,0
